Toll Name,Detection time,Picture Time,Violation,Plate_1st_Recong,vehicle_model,is_target,LaneNr,Cross_lane,AVC,Axle_car_type,Width,Height,axle_length,Axle Number,Axle Begin Time
NH44P01SP,10:29:44.719,10:29:44.400,0,HR05BM9053,"MARUTI SUZUKI INDIA LTD, G VITARA SMART HYBRID SIGMA",否,1,-1,8,1,1694,1441,0,2,29:45.5
NH44P01SP,11:45:26.658,11:45:27.200,0,HR46G9729,"VE COMMERCIAL VEHICLES LTD, EICHER PRO 2114XP P L HSD BSVI",否,2,1,8,2,2754,3035,0,2,45:27.5
NH44P01SP,10:29:46.335,10:29:46.000,1,HR06GV1500,"MAHINDRA & MAHINDRA LIMITED, MAHINDRA BOLERO B4 BS-VI",否,1,2,8,2,1622,1625,0,2,29:47.2
NH44P01SP,11:45:27.568,11:45:27.800,0,HR02BD2981,HR-02,否,1,-1,8,1,1694,1327,0,2,45:28.8
NH44P01SP,10:29:50.561,10:29:51.000,0,HR05BQ9811,"MARUTI SUZUKI INDIA LTD, FRONX SIGMA",否,1,2,8,1,4136,2711,0,2,29:52.5
NH44P01SP,11:45:29.883,11:45:30.000,1,DL10CP5558,"MARUTI SUZUKI INDIA LTD BALENO DELTA PETROL, BALENO DELTA PETROL",否,1,-1,8,1,1718,1310,0,2,45:31.1
NH44P01SP,10:29:52.904,10:29:52.600,0,PH10DQ7070,"Visit the RTO: If your RC number isn’t digitized, visit your local RTO to update your records and request the digitization of your RC.",否,1,-1,8,1,2102,1384,0,2,29:53.7
45:30.9,,,,,,,,,,,,,,,
NH44P01SP,11:45:31.025,11:45:31.600,1,0,,跳過,2,-1,8,1,1476,1778,0,2,45:32.3
NH44P01SP,10:29:54.255,10:29:54.200,0,HR10AE7803,"MARUTI SUZUKI INDIA LTD, MARUTI ALTO K10 LXI",否,2,1,8,1,1632,1334,0,2,29:55.7
NH44P01SP,11:45:32.917,11:45:33.213,0,DL9CBA6009,"TOYOTA KIRLOSKAR MOTOR PVT LTD, URBAN CRUISER HYRYDER V HYBRID",否,1,-1,8,1,1870,1430,0,2,45:33.9
NH44P01SP,10:29:54.967,10:29:55.042,0,HP18C2727,"TOYOTA KIRLOSKAR MOTOR PVT LTD, FORTUNER SIGMA 4",否,1,-1,8,1,1870,1552,0,2,29:55.8
NH44P01SP,11:45:34.390,11:45:34.600,0,HR05BF4200,"HYUNDAI MOTOR INDIA LTD, AURA 1.2MT CNG S",否,1,2,8,1,1736,1358,0,2,45:35.4
NH44P01SP,10:29:55.830,10:29:56.242,0,HR47GV2888,"Visit the RTO: If your RC number isn’t digitized, visit your local RTO to update your records and request the digitization of your RC.",否,1,-1,8,4,3022,2883,0,2,29:56.6
NH44P01SP,10:29:57.052,10:29:57.000,1,HR33K6544,"HYUNDAI MOTOR INDIA LTD, VENUE 1.5 CRDI MT S+",否,2,-1,8,1,1758,1406,0,2,29:57.9
NH44P01SP,11:45:36.336,11:45:36.600,0,CH01BN8019,"TOYOTA, INNOVA CRYSTA 2.8 Z",否,1,-1,8,1,2109,1543,0,2,45:37.1
NH44P01SP,10:29:59.265,10:29:59.000,0,HP18C5361,"TOYOTA KIRLOSKAR MOTOR PVT LTD, INNOVA CRYSTA 2.4 G",否,1,-1,8,1,2054,1501,0,2,30:00.0
NH44P01SP,11:45:37.766,11:45:38.000,0,HR05BB2500,"HYUNDAI MOTOR INDIA LTD, CRETA 1.4 CRDI E+",否,1,-1,8,1,1732,1426,0,2,45:38.6
NH44P01SP,10:30:01.308,10:30:01.000,0,PB12AF0079,"TOYOTA, FORTUNER",否,1,-1,8,1,1844,1577,0,2,30:02.1
NH44P01SP,11:45:39.861,11:45:40.000,0,HR05AV6200,"MAHINDRA &AMP; MAHINDRA LIMITED , XUV500 R 1.99 FWD W6",否,1,2,8,1,2014,1668,0,2,45:40.7
NH44P01SP,11:45:45.529,11:45:46.200,1,HR05BG8145,"MARUTI SUZUKI INDIA LTD, TOUR S STD(O) CNG",否,2,3,8,1,1696,1325,0,2,45:46.3
NH44P01SP,10:30:03.041,10:30:03.073,0,HR05BD3779,"S-CROSS SMART HYBRID ALPHA, S-CROSS SMART HYBRID ALPHA",否,1,-1,8,1,1949,1405,0,2,30:04.1
NH44P01SP,11:45:45.960,11:45:46.200,1,HR05BG8145,"MARUTI SUZUKI INDIA LTD, TOUR S STD(O) CNG",否,1,-1,8,1,1714,1304,0,2,45:46.8
NH44P01SP,10:30:03.682,10:30:03.600,0,HR07AC7187,"MARUTI SUZUKI INDIA LTD, BALENO DELTA PETROL",否,2,-1,8,1,1695,1253,0,2,30:04.5
NH44P01SP,11:45:46.822,11:45:47.200,0,CH01BM0700,"MAHINDRA & MAHINDRA LIMITED, MAHINDRA XUV 500 R FWD W6",否,2,-1,8,1,1916,1600,0,2,45:47.5
NH44P01SP,10:30:04.894,10:30:04.600,0,HR02AZ8595,"TATA, PUNCH ADV 1.2P MT NS BS6PH2",否,1,-1,8,1,1814,1408,0,2,30:05.7
NH44P01SP,11:45:49.585,11:45:49.874,0,HR05AG2059,"MARUTI SUZUKI INDIA LTD, MARUTI SWIFT ZDI",否,1,-1,8,1,1926,1338,0,2,45:50.6
NH44P01SP,10:30:05.706,10:30:06.000,0,0,,跳過,2,-1,8,2,1956,2306,0,2,30:06.4
NH44P01SP,11:45:50.736,11:45:51.007,0,HR05BM3268,"MARUTI SUZUKI INDIA LTD, G VITARA DELTA CNG",否,1,-1,8,1,1742,1442,0,2,45:51.6
NH44P01SP,11:45:58.386,11:45:58.989,0,HR05BC0667,S***N L*L,否,2,-1,8,1,1850,1428,0,2,45:59.3
NH44P01SP,10:30:07.079,10:30:06.800,0,HR06BB2534,"KIA INDIA PRIVATE LIMITED, SELTOS D1.5 6AT GTX PLUS",否,1,-1,8,1,1844,1022,0,2,30:07.7
NH44P01SP,10:30:08.981,10:30:09.800,0,HR02AX9909,"HYUNDAI MOTOR INDIA LTD, CRETA 1.5 CRDI MT SX",否,1,-1,8,1,1894,1414,0,2,30:09.9
NH44P01SP,11:46:01.279,11:46:01.470,0,HR05AU7849,"HYUNDAIMOTORINDIALTD/NEWI20ASTAOCRDI, NEW I20 ASTA (O) CRDI",否,1,-1,8,1,1954,1325,0,2,46:02.0
NH44P01SP,10:30:11.476,10:30:11.200,0,HR40J9513,"HYUNDAI MOTOR INDIA LTD, VERNA 1.5 CRDI AT SX",否,1,2,8,1,1807,1230,0,2,30:12.3
NH44P01SP,11:46:01.681,11:46:02.200,0,HR05AX2400,"MARUTISUZUKIINDIALTD/MARUTIBALENODELTA, MARUTI BALENO DELTA",否,2,1,8,1,1806,1321,0,2,46:02.3
NH44P01SP,10:30:13.569,10:30:13.800,0,0,,跳過,1,-1,8,1,1770,1530,0,2,30:14.5
NH44P01SP,11:46:02.821,11:46:03.000,0,HR54F8981,"MARUTI SUZUKI INDIA LTD, BALENO ZETA PETROL",否,1,-1,8,1,1705,1325,0,2,46:03.5
NH44P01SP,10:30:17.636,10:30:17.936,0,HR05BN8376,"MARUTI SUZUKI INDIA LTD, FRONX SIGMA CNG",否,1,-1,8,1,1744,1324,0,2,30:18.6
NH44P01SP,11:46:06.288,11:46:06.400,0,PB01F4348,"KIA, CARENS D1.5 6MT PREMIUM O 7",否,1,-1,8,1,1920,1531,0,2,46:07.2
NH44P01SP,10:30:18.368,10:30:18.600,0,DL1MA9042,"TATA MOTORS LTD, 1109G LPT DCR49CBC 85B6M5",否,2,-1,8,1,2612,3333,0,2,30:19.1
NH44P01SP,11:46:07.079,11:46:07.600,0,HR05BP0513,"MARUTI SUZUKI INDIA LTD, EECO 5 STR AC (O) CNG",否,2,-1,8,7,1713,1670,0,2,46:08.0
NH44P01SP,10:30:21.694,10:30:21.400,0,HR927032,"MARUTI SUZUKI INDIA LTD, MARUTI SWIFT LXI",否,1,-1,8,1,1716,1329,0,2,30:22.7
NH44P01SP,10:30:23.918,10:30:23.600,1,HR31W0030,"TATA, TATA NEXON SMART + S PMT ICNG",否,1,-1,8,1,1708,1422,0,2,30:24.9
328614243BECA0,11:46:13.852,,,,,,,,,,,,,,
NH44P01SP,11:46:15.845,11:46:16.100,0,HR42F4967,"HYUNDAI MOTOR INDIA LTD, GRAND I10 SPORTZ 1.2",否,1,-1,8,1,1784,1322,0,2,46:16.9
NH44P01SP,10:30:28.576,10:30:28.600,0,HR55AX2864,"HONDA, BOL MAXX PUP CITY LX CNG",否,2,-1,8,2,1897,2442,0,2,30:29.3
NH44P01SP,11:46:17.824,11:46:18.600,1,0,,跳過,2,3,8,6,1238,1809,0,2,46:18.6
NH44P01SP,10:30:31.731,10:30:31.998,0,CH01AW1687,"MARUTI ERTIGA VDI BSIV, MARUTI ERTIGA VDI BSIV",否,1,-1,8,1,1900,1451,0,2,30:32.3
NH44P01SP,11:46:18.259,11:46:18.400,0,HR37GV8582,"ASHOK LEYLAND LTD, LT1511.1T6R",否,1,-1,8,4,2634,2926,0,2,46:19.0
NH44P01SP,10:30:32.481,10:30:32.797,0,HP01D8274,"MARUTI SUZUKI INDIA LTD, TOUR S STD (O)",否,1,-1,8,1,1734,1760,0,2,30:33.3
NH44P01SP,11:46:24.209,11:46:24.596,0,PB01C8417,TOUR S STD(O) CNG,否,1,-1,8,1,1580,1636,0,2,46:25.2
NH44P01SP,10:30:34.224,10:30:34.600,1,0,,跳過,1,-1,8,1,1744,1324,0,2,30:34.9
NH44P01SP,11:46:25.773,11:46:26.000,0,MH05AM0073,LP 1112/42,否,1,-1,8,1,1811,1407,0,2,46:26.6
NH44P01SP,10:30:34.585,10:30:34.600,0,HR91D1071,"HONDA CARS INDIA LTD, ELEVATE VX IVR MT (I-VTEC)",否,2,-1,8,1,1852,1462,0,2,30:35.3
NH44P01SP,11:46:26.619,11:46:26.200,1,HR05AM0073,"TATA PASSENGER ELECTRIC MOBILITY LTD, COROLLA ALTIS D 4D G",否,2,-1,8,6,1122,1967,0,2,46:27.4
NH44P01SP,10:30:36.124,10:30:36.200,1,HR02V7194,"MARUTI SUZUKI INDIA LTD, ALTO LXI BS3 (WITH IMMOBILISER",否,3,-1,8,1,1388,1269,0,2,30:38.0
NH44P01SP,11:46:27.794,11:46:28.000,0,HR06AV2550,"KIA INDIA PRIVATE LIMITED, SELTOS D1.5 6MT HTX PLUS",否,1,-1,8,1,2042,1020,0,2,46:28.7
NH44P01SP,10:30:37.441,10:30:38.200,0,HR02AT0794,"MARUTI SUZUKI INDIA LTD, MARUTI VITARA BREZZA ZDI",否,1,2,8,7,1668,1571,0,2,30:38.4
NH44P01SP,11:46:28.356,11:46:28.600,1,0,,跳過,2,3,8,2,2322,2856,0,2,46:30.0
NH44P01SP,10:30:40.555,10:30:40.200,0,HR02AY9500,"KIA INDIA PRIVATE LIMITED, SELTOS D1.5 IMT HTX",否,1,-1,8,1,2019,1432,0,2,30:41.2
NH44P01SP,11:46:28.636,11:46:28.800,0,HR91C8228,"HYUNDAI MOTOR INDIA LTD, VENUE 1.2 KAPPA MT S+",否,1,-1,8,1,1854,1412,0,2,46:29.6
NH44P01SP,10:30:43.088,10:30:42.800,0,HR05BS8110,HR-05,否,1,-1,8,1,1470,1371,0,2,30:43.9
NH44P01SP,11:46:31.331,11:46:31.695,1,HR91D7802,"MARUTI SUZUKI INDIA LTD, SWIFT LXI",否,1,-1,8,1,1714,1316,0,2,46:32.1
NH44P01SP,10:30:45.250,10:30:45.600,0,0,,跳過,1,-1,8,1,1826,1591,0,2,30:45.8
NH44P01SP,10:30:47.695,10:30:47.800,0,HR05BR7545,"MARUTI SUZUKI INDIA LTD, SWIFT VXI (O) CNG",否,2,1,8,1,1724,1352,0,2,30:48.5
NH44P01SP,11:46:35.328,11:46:35.600,0,HR02BD2268,XUV700 AX7 PET AT 7 SEATER,否,1,-1,8,1,2253,1186,0,2,46:36.0
NH44P01SP,10:30:48.744,10:30:48.892,0,HR07AG7367,"HYUNDAI, CRETA 1.5 CRDI MT S(O)",否,1,-1,8,1,1833,1391,0,2,30:49.3
NH44P01SP,11:46:41.939,11:46:42.291,0,HR91B6325,"MARUTI SUZUKI INDIA LTD, BREZZA VXI (O) CNG",否,1,-1,8,1,1959,1441,0,2,46:42.8
NH44P01SP,10:30:53.000,10:30:53.000,0,HR05BR71,HR-05,否,2,-1,8,1,1740,1313,0,2,30:54.0
NH44P01SP,11:46:42.291,11:46:42.800,0,HR471848,"Visit the RTO: If your RC number isn’t digitized, visit your local RTO to update your records and request the digitization of your RC.",否,2,-1,8,2,2363,2860,0,2,46:43.1
NH44P01SP,11:46:47.867,11:46:48.000,0,HR07AF8925,"MAHINDRA, MAHINDRA XUV300 W4 PM BS6 MT",否,1,-1,8,1,1790,1414,0,2,46:48.6
NH44P01SP,10:30:56.223,10:30:56.600,0,HR08AE0018,"HYUNDAI MOTOR INDIA LTD, CRETA 1.5 CRDI MT S+ SE",否,2,3,8,1,1810,1254,0,2,30:57.2
NH44P01SP,11:46:51.920,11:46:52.289,1,HR06BL0932,"MARUTI SUZUKI INDIA LTD, SWIFT LXI",否,1,-1,8,1,1622,1299,0,2,46:52.7
NH44P01SP,10:30:56.826,10:30:57.091,0,HR08AE0018,"HYUNDAI MOTOR INDIA LTD, CRETA 1.5 CRDI MT S+ SE",否,1,-1,8,1,2034,1188,0,2,30:57.6
NH44P01SP,11:46:52.952,11:46:52.987,0,DL8CBJ1311,XUV3XO AX5 PM MT,否,1,-1,8,1,1849,1415,0,2,46:53.9
NH44P01SP,10:30:57.385,10:30:57.489,0,PB01E4836,"MARUTI SUZUKI INDIA LTD, ERTIGA VXI (O) CNG",否,1,-1,8,1,1708,1718,0,2,30:58.1
NH44P01SP,11:46:53.560,11:46:54.050,0,HR74B8525,"MAHINDRA & MAHINDRA LIMITED, BOL MAXX PUP CITY 1.3 LXD",否,3,2,8,2,1768,2179,0,2,46:54.9
NH44P01SP,10:30:59.129,10:30:58.800,0,HR76H7219,"HERO MOTOCORP LTD, HF DELUXE (DRS)",是,1,-1,8,1,1878,1621,0,2,31:00.0
NH44P01SP,11:46:53.814,11:46:54.000,0,HR75E0722,"MARUTI SUZUKI INDIA LTD, EECO 5 STR AC CNG",否,1,-1,8,7,1650,1620,0,2,46:54.6
NH44P01SP,10:31:00.098,10:31:00.200,0,HR98B1077,"MARUTI SUZUKI INDIA LTD, BALENO DELTA PETROL",否,2,-1,8,1,1504,1306,0,2,31:01.0
NH44P01SP,11:46:59.139,11:46:59.452,0,PB70H7232,"MARUTI SUZUKI INDIA LTD, SWIFT VXI",否,1,-1,8,1,1712,1297,0,2,46:59.8
NH44P01SP,11:47:00.202,11:47:00.400,0,HR51BV1384,"FORD, ECOSPORT 1.5(D) TITANIUM MT",否,1,-1,8,1,1920,1449,0,2,47:01.0
NH44P01SP,10:31:00.549,10:31:00.800,0,0,,跳過,1,-1,8,1,1868,1538,0,2,31:01.1
NH44P01SP,11:47:02.545,11:47:02.800,0,24BH2336K,"TOYOTA FINANCIAL SERVICES INDIA LTD, PASSANGER CAR",否,1,-1,8,1,1874,1527,0,2,47:03.2
NH44P01SP,10:31:03.903,10:31:04.600,1,DL10CZ1810,"MARUTI SUZUKI INDIA LTD, WAGON R VXI",否,1,-1,8,1,1928,1400,0,2,31:04.6
NH44P01SP,11:47:03.136,11:47:03.600,0,HR36AU3294,"TATA, CURVV CRTV S TC",否,2,-1,8,1,1891,1450,0,2,47:03.8
NH44P01SP,10:31:05.405,10:31:05.800,0,0,,跳過,1,-1,8,1,1714,1487,0,2,31:06.4
NH44P01SP,11:47:09.918,11:47:10.200,0,0,,跳過,2,1,8,1,3930,2815,0,2,47:10.7
NH44P01SP,10:31:07.210,10:31:07.600,0,0,,跳過,1,-1,8,1,2571,2579,0,2,31:07.9
NH44P01SP,11:47:11.620,11:47:12.000,0,HR58GV5350,"TATA MOTORS LTD, LPO 1618/57",否,1,-1,8,4,2866,2888,0,2,47:12.5
NH44P01SP,10:31:08.201,10:31:08.200,0,HR05BD5080,"HYUNDAI MOTOR INDIA LTD, CRETA 1.5 CRDI MT E",否,2,-1,8,1,1834,1457,0,2,31:08.9
NH44P01SP,11:47:12.150,11:47:12.800,0,HR05AX95,HR-05,否,2,-1,8,1,2203,1675,0,2,47:12.9
NH44P01SP,10:31:17.036,10:31:17.600,1,HR05BF1386,"MARUTI SUZUKI INDIA LTD, MARUTI SWIFT DZIRE VDI BSIII",否,1,-1,8,1,1802,1349,0,2,31:17.8
NH44P01SP,11:47:15.857,11:47:16.000,0,HR05BS6269,"MAHINDRA & MAHINDRA LIMITED, XUV3XO AX5 DS AS",否,1,-1,8,1,1791,1403,0,2,47:16.6
NH44P01SP,10:31:18.257,10:31:18.600,0,0,,跳過,1,2,8,1,1744,1360,0,2,31:18.9
NH44P01SP,11:47:18.773,11:47:19.112,0,HR05BQ0481,"HONDA, AMAZE 3RD GEN V MT (I-VTEC)",否,1,-1,8,1,1833,1246,0,2,47:19.6
NH44P01SP,10:31:22.765,10:31:22.400,0,UK17B9061,"MARUTI SUZUKI INDIA LTD, MARUTI SWIFT VXI, BS-IV",否,1,-1,8,1,1716,1358,0,2,31:23.6
NH44P01SP,10:31:25.029,10:31:25.082,0,UP17Q7702,"MARUTI SUZUKI INDIA LTD, WAGONR ZXI 1.2L",否,1,-1,8,1,1696,1442,0,2,31:25.9
01SP/rear/2/11/20260522_11-47-21.915.jpg,,,,,,,,,,,,,,,
NH44P01SP,11:47:21.497,11:47:21.600,1,HR91D5000,"KIA INDIA PRIVATE LIMITED, SONET D1.5 6MT HTK PLUS",否,1,2,8,1,1884,1446,0,2,47:22.2
NH44P01SP,10:31:27.623,10:31:27.400,0,HR05AY1629,"MARUTI SUZUKI INDIA LTD, MARUTI DZIRE VXI",否,1,-1,8,1,1728,1405,0,2,31:28.5
NH44P01SP,10:31:29.438,10:31:29.600,1,0,,跳過,2,-1,8,1,1752,1435,0,2,31:30.2
cement/1/11/20260522_11-47-23.000.jpg,HR05BK2496,11:47:24.685,/RSUData/T0RawData/20260522/NH44P01SP/rear/1/11/20260522_11-47-24.685.jpg,34161FA8203288AC15EE2080,47:23.0,,,,,,,,,,
NH44P01SP,11:47:29.961,11:47:29.909,1,PB11DD5441,"HYUNDAI MOTOR INDIA LTD, VENUE 1.5 CRDI MT SX",否,1,-1,8,1,1960,1407,0,2,47:30.9
NH44P01SP,10:31:29.598,10:31:29.800,0,0,,跳過,1,-1,8,1,1921,1529,0,2,31:30.3
NH44P01SP,11:47:31.743,11:47:32.000,1,0J32HR650AL,,無資料,1,-1,8,1,1762,1412,0,2,47:32.8
NH44P01SP,10:31:35.358,10:31:35.477,0,HR45E0034,"ASHOK LEYLAND LTD, LS1508.7T6R",否,1,2,8,4,3568,2950,0,2,31:36.1
NH44P01SP,11:47:32.566,11:47:33.000,0,HR05U0037,"HONDA CARS INDIA LTD, WR-V 1.5 VX MT (I-DTEC)",否,2,1,8,1,1704,1456,0,2,47:33.3
NH44P01SP,10:31:37.391,10:31:37.600,0,0,,跳過,1,-1,8,1,1738,1323,0,2,31:38.3
NH44P01SP,11:47:38.385,11:47:39.000,0,JH08P3266,JH-08,否,2,1,8,2,2512,3343,0,2,47:39.2
NH44P01SP,10:31:39.786,10:31:40.000,0,0,,跳過,1,-1,8,1,1902,1439,0,2,31:40.6
NH44P01SP,11:47:39.396,11:47:39.439,0,PB10EU2436,"MARUTI SUZUKI INDIA LTD, SWIFT ZDI",否,1,-1,8,1,1756,1344,0,2,47:40.3
NH44P01SP,10:31:41.668,10:31:41.600,1,HR05AH3768,"MARUTI SUZUKI INDIA LTD, MARUTI SWIFT DZIRE ZDI IV",否,2,1,8,1,1914,1349,0,2,31:42.5
NH44P01SP,11:47:40.480,11:47:40.600,1,HR70GV2691,"MAHINDRA, MAHINDRA BOLERO POWER+ LX",否,1,2,8,2,1722,1672,0,2,47:41.3
NH44P01SP,10:31:42.358,10:31:42.608,0,DL12CT0683,"MARUTI SUZUKI INDIA LTD, IGNIS SIGMA",否,1,-1,8,1,1709,1370,0,2,31:43.3
NH44P01SP,11:47:42.503,11:47:42.600,1,HR09H7044,"HYUNDAI MOTOR INDIA LTD, VENUE 1.2 KAPPA MT S(O)+",否,1,2,8,1,1786,1401,0,2,47:43.3
NH44P01SP,10:31:43.068,10:31:43.378,1,HR06T0060,"MARUTISUZUKIINDIALTD/MARUTIALTOLXI, WAGON R LXI CNG",否,1,-1,8,1,1686,1467,0,2,31:44.0
NH44P01SP,11:47:45.238,11:47:45.600,0,0,,跳過,1,-1,8,4,2562,2857,0,2,47:46.1
NH44P01SP,10:31:44.910,10:31:44.600,1,HR87P4492,"HYUNDAI MOTOR INDIA LTD, CRETA 1.5 CRDI MT E",否,1,-1,8,1,1904,1415,0,2,31:45.9
NH44P01SP,11:47:49.284,11:47:49.800,0,HR06BJ9022,"MAHINDRA, SCORPIO-N D MT 2WD Z2 7S",否,2,-1,8,1,1883,1693,0,2,47:50.1
NH44P01SP,10:31:46.632,10:31:46.400,0,UP15BY6716,"MARUTI SUZUKI INDIA LTD, DZIRE VDI",否,1,-1,8,1,1844,1314,0,2,31:47.5
NH44P01SP,10:31:49.536,10:31:49.906,1,HR08AJ6973,"MARUTI SUZUKI INDIA LTD, CIAZ VDI M",否,1,-1,8,1,1734,1287,0,2,31:50.2
NH44P01SP,11:47:53.219,11:47:53.400,0,HR05BQ3334,"MAHINDRA, SCORPIO-N D AT 2WD Z8 S 7S",否,1,2,8,1,2026,1661,0,2,47:53.9
NH44P01SP,10:31:50.859,10:31:51.138,0,HR29AQ9970,"TOYOTA, INNOVA CRYSTA 2.4 G",否,1,-1,8,1,1900,1550,0,2,31:51.5
NH44P01SP,11:47:55.662,11:47:56.200,0,RJ06GD9548,"ASHOK LEYLAND LTD, EA 1920/48 H CO",否,2,-1,8,2,2636,3098,0,2,47:56.4
NH44P01SP,10:31:53.461,10:31:53.600,0,HR05BK5756,"MARUTI SUZUKI INDIA LTD, BALENO ZETA",否,1,-1,8,1,1728,1495,0,2,31:54.1
NH44P01SP,10:31:54.162,10:31:54.400,0,0,,跳過,1,-1,8,1,1693,1235,0,2,31:55.0
47:58.8,/RSUData/T0RawData/20260522/NH44P01SP/rear/1/11/20260522_11-47-58.826.jpg,34161FA8203289DA12FA5D80,47:57.3,,,,,,,,,,,,
NH44P01SP,11:47:59.997,11:47:59.966,1,HR07X9179,"MARUTI SUZUKI INDIA LTD, ALTO 800 LXI",否,1,-1,8,1,1488,1288,0,2,48:00.8
NH44P01SP,10:31:56.064,10:31:56.248,1,0,,跳過,2,-1,8,6,1164,1669,0,2,31:57.2
NH44P01SP,11:48:01.769,11:48:02.000,0,HR04H9333,"MARUTISUZUKIINDIALTD/MARUTIVITARABREZZAVDI, MARUTI VITARA BREZZA VDI",否,1,-1,8,1,1880,1399,0,2,48:02.5
NH44P01SP,10:31:59.690,10:31:59.903,1,HR10AD5715,"MARUTI SUZUKI INDIA LTD, MARUTI DZIRE VXI",否,1,-1,8,1,1770,1334,0,2,32:00.4
NH44P01SP,10:32:01.951,10:32:02.800,0,UK07AJ0930,"MARUTI SUZUKI INDIA LTD, WAGON R LXI",否,1,-1,8,1,2072,1424,0,2,32:02.9
NH44P01SP,11:48:02.479,11:48:02.600,0,HR26CT148,HR-26,否,1,2,8,7,1526,1601,0,2,48:03.3
NH44P01SP,10:32:03.384,10:32:03.600,1,0,,跳過,1,-1,8,1,1550,1460,0,2,32:04.3
NH44P01SP,11:48:02.479,11:48:02.200,1,HR04H9333,"MARUTISUZUKIINDIALTD/MARUTIVITARABREZZAVDI, MARUTI VITARA BREZZA VDI",否,2,,8,1,0,0,0,2,48:03.5
NH44P01SP,10:32:06.631,10:32:06.867,0,PB01E1957,"MARUTI SUZUKI INDIA LTD, DZIRE VXI CNG",否,1,-1,8,1,1700,1354,0,2,32:07.3
NH44P01SP,11:48:07.657,11:48:07.763,0,HR05BQ8806,"MARUTI SUZUKI INDIA LTD, BREZZA VXI CNG",否,1,-1,8,1,1730,1430,0,2,48:08.5
NH44P01SP,11:48:10.212,11:48:10.400,0,HR06BP0779,"HYUNDAI MOTOR INDIA LTD, VENUE 1.5 CRDI AT HX 8",否,1,-1,8,1,1908,1429,0,2,48:11.0
NH44P01SP,10:32:07.941,10:32:08.133,0,HR20BC8922,"MARUTI SUZUKI INDIA LTD, XL6 ZETA CNG",否,1,-1,8,1,1706,1520,0,2,32:08.7
NH44P01SP,10:32:08.863,10:32:09.200,0,PB920077,"TOYOTA KIRLOSKAR MOTOR PVT LTD, TOYOTA VELLFIRE HYBRID",否,1,-1,8,1,1890,1435,0,2,32:09.8
NH44P01SP,11:48:11.053,11:48:11.600,0,HR06AK9686,"FORDINDIAPVTLTD/ECOSPORT1.5DSLTITANIUMOMT, ECOSPORT 1.5 DSL TITANIUM(O)MT",否,2,-1,8,1,1932,1459,0,2,48:11.8
NH44P01SP,11:48:18.869,11:48:19.000,0,DL1LAH1528,"TATA MOTORS LTD, TATA ACE GOLD CNG BS VI",否,1,2,8,2,1536,2417,0,2,48:19.7
NH44P01SP,10:32:09.826,10:32:09.600,0,PB020007,"HONDA, ACTIVA 3G",否,1,2,8,1,2213,1471,0,2,32:10.7
NH44P01SP,10:32:12.811,10:32:13.200,1,UP31CC4223,UP-31,否,1,-1,8,1,2026,1599,0,2,32:13.6
P/rear/1/11/20260522_11-48-26.942.jpg,34161FA820328614221B5C40,11:48:25.408,,,,,,,,,,,,,
NH44P01SP,11:48:28.925,11:48:29.400,0,DL1MA3465,"VE COMMERCIAL VEHICLES LTD, EICHER PRO 1095XP F CBC",否,2,1,8,1,2322,3049,0,2,48:29.8
NH44P01SP,10:32:14.553,10:32:14.898,0,0,,跳過,1,-1,8,1,1912,1417,0,2,32:15.5
NH44P01SP,10:32:16.688,10:32:16.400,0,PB43E8723,"MAHINDRA & MAHINDRA LIMITED, MAHINDRA SCORPIO S9 MH 2W 140",否,1,-1,8,1,1892,1635,0,2,32:17.4
NH44P01SP,10:32:18.781,10:32:19.000,0,0,,跳過,1,-1,8,1,1870,1533,0,2,32:19.7
NH44P01SP,11:48:31.668,11:48:31.756,0,PB65AU4649,"HYUNDAI MOTOR INDIA LTD, I20 SPORTZ + VTVT",否,1,-1,8,1,1744,1330,0,2,48:32.8
NH44P01SP,10:32:26.254,10:32:26.600,0,0,,跳過,1,-1,8,4,2845,2889,0,2,32:27.4
NH44P01SP,11:48:32.590,11:48:32.925,0,HR05BL8200,"MAHINDRA, SCORPIO-N D MT 2WD Z6 7S",否,1,-1,8,1,2320,1632,0,2,48:33.5
NH44P01SP,10:32:29.150,10:32:29.800,0,UP14ST1449,"MARUTI SUZUKI INDIA LTD, ERTIGA VXI CNG",否,1,2,8,1,2022,1684,0,2,32:29.6
NH44P01SP,11:48:32.671,11:48:33.200,0,HR06BL6342,"MAHINDRA, SCORPIO-N D AT 2WD Z8 S 7S",否,2,-1,8,1,2321,1692,0,2,48:33.7
NH44P01SP,10:32:31.953,10:32:31.600,0,HR70F5827,"HYUNDAI MOTOR INDIA LTD, CRETA 1.4 CRDI S",否,1,-1,8,1,1918,1419,0,2,32:33.2
NH44P01SP,11:48:34.173,11:48:34.400,1,HR11R4527,"MARUTI SUZUKI INDIA LTD, SWIFT VXI (O) CNG",否,1,-1,8,1,1594,1307,0,2,48:35.2
NH44P01SP,10:32:32.905,10:32:32.800,0,HR01AZ7495,"TATA, PUNCH ADV + 1.2P MT",否,2,1,8,1,1716,1428,0,2,32:33.9
NH44P01SP,11:48:38.451,11:48:39.000,1,HR06AX1927,"HYUNDAI MOTOR INDIA LTD VENUE 1.5 CRDI MT SX, VENUE 1.5 CRDI MT SX",否,2,1,8,1,1844,1438,0,2,48:39.0
